,epoch,train_loss,val_loss
0,1,0.8727775300784809,0.6226911564566651
1,2,0.6308890203150307,0.6170071208355378
2,3,0.6005559743904486,0.6076245265347617
3,4,0.5885883223719713,0.6031891116682364
4,5,0.5788995261599378,0.5962144426849424
5,6,0.5796504456822466,0.5955778062343597
6,7,0.5732925025428214,0.5929528997868908
7,8,0.5687123066041527,0.5867223038661237
8,9,0.5638261757245878,0.5855764258576899
9,10,0.5605007097488497,0.5857297478585827
10,11,0.5661125578531405,0.5862052528833857
11,12,0.5575648191498547,0.5829404721758804
12,13,0.5541384746388691,0.5801110805905595
13,14,0.5512648919733559,0.5798153588358237
14,15,0.5499789040263107,0.5775718561240605
15,16,0.5528795538879022,0.5759297530261838
16,17,0.5485397244372019,0.5743627116388205
17,18,0.5459918609479578,0.5729486957496527
18,19,0.5443655019853173,0.5733637849287111
19,20,0.5431043813868267,0.572435869702271
20,21,0.541567302477069,0.5715684766063884
21,22,0.5430590114942411,0.5710705258712476
22,23,0.541314845550351,0.570848821225215
23,24,0.5397241403416889,0.569591763828482
24,25,0.5387939114396165,0.568538097702727
25,26,0.5367078894522131,0.5683704651131922
26,27,0.5383135622594415,0.5688510421587496
27,28,0.536437026901943,0.5680867950527035
28,29,0.5356769603926961,0.5667263973428278
29,30,0.5352463206140007,0.5658914977494551
30,31,0.5325610377439638,0.5655694953641113
31,32,0.5340575900019668,0.5654502282945477
32,33,0.533824097383313,0.5653040766411898
33,34,0.5336594590326634,0.5663912452909411
34,35,0.5324388258340882,0.565248831802485
35,36,0.5304501296543493,0.5646898256880897
36,37,0.5317903658238853,0.5646168358471929
37,38,0.531332687197662,0.5642494804092816
38,39,0.5304395634953568,0.5646046181114353
39,40,0.5300216945206246,0.5640737651562204
40,41,0.5284043377492486,0.5635469820426435
41,42,0.530511799091246,0.564270160332018
42,43,0.5298581639441048,0.5639311774652831
43,44,0.5290162935489562,0.5625126159616879
44,45,0.5286457112649592,0.5629703194207075
45,46,0.527401739358902,0.5624217064100869
46,47,0.5286797709581329,0.5623272990389746
47,48,0.528391947688126,0.5619534036638786
48,49,0.5273229997332504,0.5618736489999051
49,50,0.5283655220415534,0.5623995982566659
50,51,0.5275632663470943,0.5608580095731482
51,52,0.5274160728221986,0.5604421964713505
52,53,0.5269732680262589,0.5609194353526953
53,54,0.5269339254716547,0.5607917594666384
54,55,0.5265079379081726,0.5618485917850417
55,56,0.5248473548307652,0.5620973757943328
56,57,0.5267075055983008,0.5613485454600684
57,58,0.5254310942277676,0.56097833082384
58,59,0.5259401984331085,0.56030807598513
59,60,0.5250425393988446,0.5604157324652282
60,61,0.5237410085957225,0.5604795699520987
61,62,0.525050762659166,0.5601390416220743
62,63,0.5249839015123321,0.560099333980862
63,64,0.5251729361894654,0.5601362321449785
64,65,0.524551793714849,0.560221444739371
65,66,0.523218237336089,0.5598946768714457
66,67,0.5245176681658117,0.5600282390202794
67,68,0.5242916360134031,0.5599011483849311
68,69,0.5241531699168973,0.5601148597744047
69,70,0.5240421770549402,0.5600595757061121
70,71,0.5228895476678522,0.5597696289116022
71,72,0.523542114292703,0.5598983512241014
72,73,0.5236096601660659,0.5601681043602982
73,74,0.5233984307544988,0.5596921212819158
74,75,0.5231951803695865,0.5601612784120501
75,76,0.5219917608470451,0.5597141961358032
76,77,0.5233295559883118,0.5599444414279899
77,78,0.5228106087300836,0.5602002274625155
78,79,0.5228303803176415,0.5600123122638586
79,80,0.5227353175965751,0.5604921261570892
80,81,0.5218044371139713,0.5607560669281044
81,82,0.5227910879181652,0.5604015117397114
82,83,0.5224127847973893,0.5602514987089195
83,84,0.5218182184347292,0.5603718651192529
84,85,0.5221091508865356,0.5604089516766217
85,86,0.5209946075590646,0.560081814776878
86,87,0.5218637675773806,0.5598461074488503
87,88,0.5214832776930274,0.560314589465151
88,89,0.5218721618012684,0.560634550543464
89,90,0.5214556003489146,0.5608130830283068
90,91,0.5203282984291635,0.560398552642793
91,92,0.5214531959556952,0.5604960363434286
92,93,0.5214221734826158,0.5609104298815435
93,94,0.5210516448427991,0.560754410162264
94,95,0.5215327555086554,0.5606765033943313
95,96,0.5199962627596971,0.5604113811741069
96,97,0.5210674393467787,0.5612459933879425
97,98,0.5207483663791563,0.5611650878373458
98,99,0.5208852597853032,0.5606241259647875
99,100,0.5207467077708826,0.560730154873157
